model,curve,x,y,threshold
Gaussian Naive Bayes,PR,0.905511811023622,0.4372623574144487,0.9467167438775703
Gaussian Naive Bayes,PR,0.905511811023622,0.4389312977099237,0.9501277539607952
Gaussian Naive Bayes,PR,0.905511811023622,0.44061302681992337,0.9513031410044993
Gaussian Naive Bayes,PR,0.8976377952755905,0.43846153846153846,0.9554082749015181
Gaussian Naive Bayes,PR,0.8976377952755905,0.44015444015444016,0.9565272028026106
Gaussian Naive Bayes,PR,0.889763779527559,0.437984496124031,0.9587717643056989
Gaussian Naive Bayes,PR,0.8818897637795275,0.4357976653696498,0.9589726977620078
Gaussian Naive Bayes,PR,0.8818897637795275,0.4375,0.9597940048032342
Gaussian Naive Bayes,PR,0.8740157480314961,0.43529411764705883,0.9622334278499699
Gaussian Naive Bayes,PR,0.8740157480314961,0.43700787401574803,0.9624494590209995
Gaussian Naive Bayes,PR,0.8740157480314961,0.43873517786561267,0.9630940186112646
Gaussian Naive Bayes,PR,0.8740157480314961,0.44047619047619047,0.9638395490291738
Gaussian Naive Bayes,PR,0.8661417322834646,0.43824701195219123,0.9641577319876299
Gaussian Naive Bayes,PR,0.8582677165354331,0.436,0.966699947231097
Gaussian Naive Bayes,PR,0.8582677165354331,0.43775100401606426,0.9667467037477742
Gaussian Naive Bayes,PR,0.8582677165354331,0.43951612903225806,0.9688792281851853
Gaussian Naive Bayes,PR,0.8582677165354331,0.44129554655870445,0.9694898132175058
Gaussian Naive Bayes,PR,0.8582677165354331,0.44308943089430897,0.9709220599350885
Gaussian Naive Bayes,PR,0.8582677165354331,0.4448979591836735,0.9727762732964786
Gaussian Naive Bayes,PR,0.8582677165354331,0.44672131147540983,0.9730874172646785
Gaussian Naive Bayes,PR,0.8503937007874016,0.4444444444444444,0.9737256683461012
Gaussian Naive Bayes,PR,0.8503937007874016,0.4462809917355372,0.9737506125091119
Gaussian Naive Bayes,PR,0.8503937007874016,0.44813278008298757,0.974232425428192
Gaussian Naive Bayes,PR,0.8503937007874016,0.45,0.9747265818096716
Gaussian Naive Bayes,PR,0.8503937007874016,0.45188284518828453,0.9749751539140975
Gaussian Naive Bayes,PR,0.8503937007874016,0.453781512605042,0.9751875234997581
Gaussian Naive Bayes,PR,0.84251968503937,0.45147679324894513,0.9753294769318297
Gaussian Naive Bayes,PR,0.84251968503937,0.4533898305084746,0.9754578362343395
Gaussian Naive Bayes,PR,0.8346456692913385,0.451063829787234,0.9771185435146151
Gaussian Naive Bayes,PR,0.8346456692913385,0.452991452991453,0.9816616294517888
Gaussian Naive Bayes,PR,0.8346456692913385,0.45493562231759654,0.9818347566903737
Gaussian Naive Bayes,PR,0.8346456692913385,0.45689655172413796,0.9821342673228372
Gaussian Naive Bayes,PR,0.8346456692913385,0.4588744588744589,0.9827291093011422
Gaussian Naive Bayes,PR,0.8346456692913385,0.4608695652173913,0.9842893169697049
Gaussian Naive Bayes,PR,0.8346456692913385,0.462882096069869,0.9846367814524783
Gaussian Naive Bayes,PR,0.8346456692913385,0.4649122807017544,0.9848949743085591
Gaussian Naive Bayes,PR,0.8267716535433071,0.46255506607929514,0.9852072137866453
Gaussian Naive Bayes,PR,0.8267716535433071,0.4646017699115044,0.9852658542062375
Gaussian Naive Bayes,PR,0.8188976377952756,0.4622222222222222,0.9858219525101625
Gaussian Naive Bayes,PR,0.8110236220472441,0.45982142857142855,0.9862730899112158
Gaussian Naive Bayes,PR,0.8110236220472441,0.4618834080717489,0.9865840125211147
Gaussian Naive Bayes,PR,0.8110236220472441,0.46396396396396394,0.9874549867095469
Gaussian Naive Bayes,PR,0.8110236220472441,0.4660633484162896,0.9880921737208438
Gaussian Naive Bayes,PR,0.8110236220472441,0.4681818181818182,0.9882652054709772
Gaussian Naive Bayes,PR,0.8110236220472441,0.4703196347031963,0.988849289225621
Gaussian Naive Bayes,PR,0.8110236220472441,0.4724770642201835,0.9891656633175075
Gaussian Naive Bayes,PR,0.8110236220472441,0.47465437788018433,0.9892040298790589
Gaussian Naive Bayes,PR,0.8110236220472441,0.47685185185185186,0.9895859383774873
Gaussian Naive Bayes,PR,0.8110236220472441,0.4790697674418605,0.9896264032304314
Gaussian Naive Bayes,PR,0.8110236220472441,0.48130841121495327,0.9896833150514037
Gaussian Naive Bayes,PR,0.8110236220472441,0.4835680751173709,0.9897222523845725
Gaussian Naive Bayes,PR,0.8110236220472441,0.4858490566037736,0.990166755831392
Gaussian Naive Bayes,PR,0.8110236220472441,0.4881516587677725,0.9903630120174434
Gaussian Naive Bayes,PR,0.8110236220472441,0.49047619047619045,0.990474904480017
Gaussian Naive Bayes,PR,0.8110236220472441,0.49282296650717705,0.9907765003355952
Gaussian Naive Bayes,PR,0.8110236220472441,0.4951923076923077,0.9911765165531817
Gaussian Naive Bayes,PR,0.8031496062992126,0.4927536231884058,0.9920535272207586
Gaussian Naive Bayes,PR,0.7952755905511811,0.49029126213592233,0.9923303622687023
Gaussian Naive Bayes,PR,0.7952755905511811,0.4926829268292683,0.9924442036249513
Gaussian Naive Bayes,PR,0.7952755905511811,0.4950980392156863,0.9925732687065227
Gaussian Naive Bayes,PR,0.7874015748031497,0.49261083743842365,0.9932788925592575
Gaussian Naive Bayes,PR,0.7874015748031497,0.49504950495049505,0.9933352176251087
Gaussian Naive Bayes,PR,0.7874015748031497,0.4975124378109453,0.9934031274287585
Gaussian Naive Bayes,PR,0.7874015748031497,0.5,0.9941396299725904
Gaussian Naive Bayes,PR,0.7874015748031497,0.5025125628140703,0.9944983038442594
Gaussian Naive Bayes,PR,0.7795275590551181,0.5,0.9946671293870124
Gaussian Naive Bayes,PR,0.7795275590551181,0.5025380710659898,0.9946928820031308
Gaussian Naive Bayes,PR,0.7795275590551181,0.5051020408163265,0.994695758649618
Gaussian Naive Bayes,PR,0.7795275590551181,0.5076923076923077,0.9951152740469461
Gaussian Naive Bayes,PR,0.7716535433070866,0.5051546391752577,0.9956900915374888
Gaussian Naive Bayes,PR,0.7716535433070866,0.5077720207253886,0.9959019798465082
Gaussian Naive Bayes,PR,0.7716535433070866,0.5104166666666666,0.996136014502555
Gaussian Naive Bayes,PR,0.7716535433070866,0.5130890052356021,0.9962795275362196
Gaussian Naive Bayes,PR,0.7637795275590551,0.5105263157894737,0.9963511388498438
Gaussian Naive Bayes,PR,0.7637795275590551,0.5132275132275133,0.9964096582802199
Gaussian Naive Bayes,PR,0.7637795275590551,0.5159574468085106,0.9965533773326422
Gaussian Naive Bayes,PR,0.7637795275590551,0.5187165775401069,0.9966828778012794
Gaussian Naive Bayes,PR,0.7559055118110236,0.5161290322580645,0.996933454982509
Gaussian Naive Bayes,PR,0.7480314960629921,0.5135135135135135,0.9971085502710731
Gaussian Naive Bayes,PR,0.7401574803149606,0.5108695652173914,0.9971178410180485
Gaussian Naive Bayes,PR,0.7401574803149606,0.5136612021857924,0.9972003106637508
Gaussian Naive Bayes,PR,0.7322834645669292,0.510989010989011,0.9972871078154937
Gaussian Naive Bayes,PR,0.7322834645669292,0.5138121546961326,0.9973448560152496
Gaussian Naive Bayes,PR,0.7244094488188977,0.5111111111111111,0.9973606124538977
Gaussian Naive Bayes,PR,0.7244094488188977,0.5139664804469274,0.9974948254548747
Gaussian Naive Bayes,PR,0.7165354330708661,0.5112359550561798,0.9976277441180637
Gaussian Naive Bayes,PR,0.7165354330708661,0.5141242937853108,0.9977173155704495
Gaussian Naive Bayes,PR,0.7086614173228346,0.5113636363636364,0.9977670063987129
Gaussian Naive Bayes,PR,0.7086614173228346,0.5142857142857142,0.9979781091416561
Gaussian Naive Bayes,PR,0.7086614173228346,0.5172413793103449,0.997998890008406
Gaussian Naive Bayes,PR,0.7086614173228346,0.5202312138728323,0.9980483316703308
Gaussian Naive Bayes,PR,0.7007874015748031,0.5174418604651163,0.9981958136475396
Gaussian Naive Bayes,PR,0.6929133858267716,0.5146198830409356,0.9982948954206119
Gaussian Naive Bayes,PR,0.6929133858267716,0.5176470588235295,0.9983349807301737
Gaussian Naive Bayes,PR,0.6929133858267716,0.5207100591715976,0.9983360676260918
Gaussian Naive Bayes,PR,0.6850393700787402,0.5178571428571429,0.9983415184508919
Gaussian Naive Bayes,PR,0.6850393700787402,0.5209580838323353,0.9984380833180119
Gaussian Naive Bayes,PR,0.6850393700787402,0.5240963855421686,0.9985133870230308
Gaussian Naive Bayes,PR,0.6771653543307087,0.5212121212121212,0.9985696157107774
Gaussian Naive Bayes,PR,0.6692913385826772,0.5182926829268293,0.9985837160632342
Gaussian Naive Bayes,PR,0.6692913385826772,0.5214723926380368,0.9986637823885591
Gaussian Naive Bayes,PR,0.6614173228346457,0.5185185185185185,0.9986839346393968
Gaussian Naive Bayes,PR,0.6535433070866141,0.515527950310559,0.9987099710548338
Gaussian Naive Bayes,PR,0.6535433070866141,0.51875,0.9987109268112832
Gaussian Naive Bayes,PR,0.6535433070866141,0.5220125786163522,0.9988455070078883
Gaussian Naive Bayes,PR,0.6535433070866141,0.5253164556962026,0.998928500410256
Gaussian Naive Bayes,PR,0.6535433070866141,0.5286624203821656,0.9989668269909708
Gaussian Naive Bayes,PR,0.6535433070866141,0.532051282051282,0.9989695709259881
Gaussian Naive Bayes,PR,0.6456692913385826,0.5290322580645161,0.998983902775862
Gaussian Naive Bayes,PR,0.6377952755905512,0.525974025974026,0.9990038244799704
Gaussian Naive Bayes,PR,0.6377952755905512,0.5294117647058824,0.9990743166553768
Gaussian Naive Bayes,PR,0.6377952755905512,0.5328947368421053,0.9991943004822305
Gaussian Naive Bayes,PR,0.6377952755905512,0.5364238410596026,0.999335462019268
Gaussian Naive Bayes,PR,0.6377952755905512,0.54,0.999339594991212
Gaussian Naive Bayes,PR,0.6377952755905512,0.5436241610738255,0.9993454623244855
Gaussian Naive Bayes,PR,0.6377952755905512,0.5472972972972973,0.9993835263620988
Gaussian Naive Bayes,PR,0.6299212598425197,0.54421768707483,0.9993943798732486
Gaussian Naive Bayes,PR,0.6299212598425197,0.547945205479452,0.9994596533126299
Gaussian Naive Bayes,PR,0.6299212598425197,0.5517241379310345,0.9994893200118583
Gaussian Naive Bayes,PR,0.6299212598425197,0.5555555555555556,0.9995077092330986
Gaussian Naive Bayes,PR,0.6299212598425197,0.5594405594405595,0.9995168007080711
Gaussian Naive Bayes,PR,0.6299212598425197,0.5633802816901409,0.9995479153793114
Gaussian Naive Bayes,PR,0.6299212598425197,0.5673758865248227,0.9995545338705534
Gaussian Naive Bayes,PR,0.6220472440944882,0.5642857142857143,0.9995849079565423
Gaussian Naive Bayes,PR,0.6220472440944882,0.5683453237410072,0.9995965556296069
Gaussian Naive Bayes,PR,0.6141732283464567,0.5652173913043478,0.9996074396152237
Gaussian Naive Bayes,PR,0.6141732283464567,0.5693430656934306,0.999614641543792
Gaussian Naive Bayes,PR,0.6141732283464567,0.5735294117647058,0.9996227660209992
Gaussian Naive Bayes,PR,0.6141732283464567,0.5777777777777777,0.999649795422565
Gaussian Naive Bayes,PR,0.6062992125984252,0.5746268656716418,0.9996554079704512
Gaussian Naive Bayes,PR,0.6062992125984252,0.5789473684210527,0.9996744547163776
Gaussian Naive Bayes,PR,0.5984251968503937,0.5757575757575758,0.9996777908156315
Gaussian Naive Bayes,PR,0.5984251968503937,0.5801526717557252,0.9996964935604524
Gaussian Naive Bayes,PR,0.5984251968503937,0.5846153846153846,0.9997039231630827
Gaussian Naive Bayes,PR,0.5905511811023622,0.5813953488372093,0.9997113128332169
Gaussian Naive Bayes,PR,0.5826771653543307,0.578125,0.9997365169497507
Gaussian Naive Bayes,PR,0.5826771653543307,0.5826771653543307,0.9997726147299708
Gaussian Naive Bayes,PR,0.5748031496062992,0.5793650793650794,0.9997831152109516
Gaussian Naive Bayes,PR,0.5669291338582677,0.576,0.9998119791626161
Gaussian Naive Bayes,PR,0.5669291338582677,0.5806451612903226,0.9998393215016018
Gaussian Naive Bayes,PR,0.5590551181102362,0.5772357723577236,0.999847236972848
Gaussian Naive Bayes,PR,0.5590551181102362,0.5819672131147541,0.999859976760784
Gaussian Naive Bayes,PR,0.5590551181102362,0.5867768595041323,0.9998795427193959
Gaussian Naive Bayes,PR,0.5590551181102362,0.5916666666666667,0.9998920779874044
Gaussian Naive Bayes,PR,0.5511811023622047,0.5882352941176471,0.9999051258646274
Gaussian Naive Bayes,PR,0.5511811023622047,0.5932203389830508,0.9999190961797797
Gaussian Naive Bayes,PR,0.5511811023622047,0.5982905982905983,0.9999269625157227
Gaussian Naive Bayes,PR,0.5433070866141733,0.5948275862068966,0.9999295594689996
Gaussian Naive Bayes,PR,0.5433070866141733,0.6,0.999936344660035
Gaussian Naive Bayes,PR,0.5354330708661418,0.5964912280701754,0.9999389758695619
Gaussian Naive Bayes,PR,0.5354330708661418,0.6017699115044248,0.9999397502288245
Gaussian Naive Bayes,PR,0.5275590551181102,0.5982142857142857,0.9999404342506493
Gaussian Naive Bayes,PR,0.5275590551181102,0.6036036036036037,0.9999435675548211
Gaussian Naive Bayes,PR,0.5196850393700787,0.6,0.9999439079612823
Gaussian Naive Bayes,PR,0.5118110236220472,0.5963302752293578,0.9999458452493604
Gaussian Naive Bayes,PR,0.5118110236220472,0.6018518518518519,0.9999506552603632
Gaussian Naive Bayes,PR,0.5118110236220472,0.6074766355140186,0.9999542826257825
Gaussian Naive Bayes,PR,0.5039370078740157,0.6037735849056604,0.9999543213941003
Gaussian Naive Bayes,PR,0.5039370078740157,0.6095238095238096,0.9999577363579901
Gaussian Naive Bayes,PR,0.49606299212598426,0.6057692307692307,0.9999616005178872
Gaussian Naive Bayes,PR,0.49606299212598426,0.6116504854368932,0.9999647220650384
Gaussian Naive Bayes,PR,0.49606299212598426,0.6176470588235294,0.9999666928960618
Gaussian Naive Bayes,PR,0.4881889763779528,0.6138613861386139,0.9999694915275246
Gaussian Naive Bayes,PR,0.48031496062992124,0.61,0.9999700346083837
Gaussian Naive Bayes,PR,0.48031496062992124,0.6161616161616161,0.9999707473330411
Gaussian Naive Bayes,PR,0.48031496062992124,0.6224489795918368,0.999971051230889
Gaussian Naive Bayes,PR,0.47244094488188976,0.6185567010309279,0.999971327623065
Gaussian Naive Bayes,PR,0.4645669291338583,0.6145833333333334,0.9999727312411565
Gaussian Naive Bayes,PR,0.4566929133858268,0.6105263157894737,0.9999743768160838
Gaussian Naive Bayes,PR,0.4566929133858268,0.6170212765957447,0.9999797858157499
Gaussian Naive Bayes,PR,0.4566929133858268,0.6236559139784946,0.9999823492241893
Gaussian Naive Bayes,PR,0.4566929133858268,0.6304347826086957,0.9999823545865127
Gaussian Naive Bayes,PR,0.44881889763779526,0.6263736263736264,0.999982895293422
Gaussian Naive Bayes,PR,0.4409448818897638,0.6222222222222222,0.9999860500726848
Gaussian Naive Bayes,PR,0.4330708661417323,0.6179775280898876,0.9999867042043747
Gaussian Naive Bayes,PR,0.4251968503937008,0.6136363636363636,0.9999879610343416
Gaussian Naive Bayes,PR,0.41732283464566927,0.6091954022988506,0.9999880901238644
Gaussian Naive Bayes,PR,0.41732283464566927,0.6162790697674418,0.9999889228170626
Gaussian Naive Bayes,PR,0.4094488188976378,0.611764705882353,0.9999895292709048
Gaussian Naive Bayes,PR,0.4015748031496063,0.6071428571428571,0.9999899910395877
Gaussian Naive Bayes,PR,0.3937007874015748,0.6024096385542169,0.9999912374112248
Gaussian Naive Bayes,PR,0.3937007874015748,0.6097560975609756,0.9999927455618941
Gaussian Naive Bayes,PR,0.3858267716535433,0.6049382716049383,0.9999936351255531
Gaussian Naive Bayes,PR,0.3779527559055118,0.6,0.9999946583685915
Gaussian Naive Bayes,PR,0.3700787401574803,0.5949367088607594,0.9999954104281922
Gaussian Naive Bayes,PR,0.3700787401574803,0.6025641025641025,0.9999958603807046
Gaussian Naive Bayes,PR,0.36220472440944884,0.5974025974025974,0.9999980376912025
Gaussian Naive Bayes,PR,0.3543307086614173,0.5921052631578947,0.9999984738201733
Gaussian Naive Bayes,PR,0.3464566929133858,0.5866666666666667,0.9999984783186373
Gaussian Naive Bayes,PR,0.3464566929133858,0.5945945945945946,0.9999991535984212
Gaussian Naive Bayes,PR,0.33858267716535434,0.589041095890411,0.9999994145750372
Gaussian Naive Bayes,PR,0.33858267716535434,0.5972222222222222,0.9999995476840972
Gaussian Naive Bayes,PR,0.33070866141732286,0.5915492957746479,0.9999995567628149
Gaussian Naive Bayes,PR,0.3228346456692913,0.5857142857142857,0.9999995648388916
Gaussian Naive Bayes,PR,0.31496062992125984,0.5797101449275363,0.9999997542662591
Gaussian Naive Bayes,PR,0.30708661417322836,0.5735294117647058,0.999999838174072
Gaussian Naive Bayes,PR,0.2992125984251969,0.5671641791044776,0.9999998823192686
Gaussian Naive Bayes,PR,0.2992125984251969,0.5846153846153846,0.9999998929333285
Gaussian Naive Bayes,PR,0.29133858267716534,0.578125,0.9999998945947908
Gaussian Naive Bayes,PR,0.29133858267716534,0.5873015873015873,0.9999999233260148
Gaussian Naive Bayes,PR,0.28346456692913385,0.5806451612903226,0.9999999364085552
Gaussian Naive Bayes,PR,0.2755905511811024,0.5737704918032787,0.9999999367355719
Gaussian Naive Bayes,PR,0.2755905511811024,0.5833333333333334,0.9999999392815635
Gaussian Naive Bayes,PR,0.2755905511811024,0.5932203389830508,0.9999999615505277
Gaussian Naive Bayes,PR,0.2755905511811024,0.603448275862069,0.9999999651170169
Gaussian Naive Bayes,PR,0.2755905511811024,0.6140350877192983,0.9999999666109259
Gaussian Naive Bayes,PR,0.2755905511811024,0.625,0.9999999784333087
Gaussian Naive Bayes,PR,0.2755905511811024,0.6363636363636364,0.9999999795844838
Gaussian Naive Bayes,PR,0.2677165354330709,0.6296296296296297,0.9999999805394266
Gaussian Naive Bayes,PR,0.2677165354330709,0.6415094339622641,0.9999999814627732
Gaussian Naive Bayes,PR,0.2677165354330709,0.6538461538461539,0.9999999847746485
Gaussian Naive Bayes,PR,0.25984251968503935,0.6470588235294118,0.9999999859623242
Gaussian Naive Bayes,PR,0.25984251968503935,0.66,0.9999999890345137
Gaussian Naive Bayes,PR,0.25196850393700787,0.6530612244897959,0.999999989409246
Gaussian Naive Bayes,PR,0.2440944881889764,0.6458333333333334,0.9999999900478591
Gaussian Naive Bayes,PR,0.2440944881889764,0.6595744680851063,0.9999999907015731
Gaussian Naive Bayes,PR,0.2440944881889764,0.6739130434782609,0.9999999927217482
Gaussian Naive Bayes,PR,0.2440944881889764,0.6888888888888889,0.9999999927433016
Gaussian Naive Bayes,PR,0.23622047244094488,0.6818181818181818,0.9999999928842449
Gaussian Naive Bayes,PR,0.2283464566929134,0.6744186046511628,0.9999999932318175
Gaussian Naive Bayes,PR,0.2283464566929134,0.6904761904761905,0.9999999939589221
Gaussian Naive Bayes,PR,0.2204724409448819,0.6829268292682927,0.9999999943923532
Gaussian Naive Bayes,PR,0.2204724409448819,0.7,0.9999999957713195
Gaussian Naive Bayes,PR,0.2204724409448819,0.717948717948718,0.9999999958043579
Gaussian Naive Bayes,PR,0.2204724409448819,0.7368421052631579,0.9999999958463226
Gaussian Naive Bayes,PR,0.2204724409448819,0.7567567567567568,0.9999999958594845
Gaussian Naive Bayes,PR,0.2125984251968504,0.75,0.999999996165867
Gaussian Naive Bayes,PR,0.2047244094488189,0.7428571428571429,0.9999999968516073
Gaussian Naive Bayes,PR,0.1968503937007874,0.7352941176470589,0.9999999975802236
Gaussian Naive Bayes,PR,0.1968503937007874,0.7575757575757576,0.9999999978740277
Gaussian Naive Bayes,PR,0.1968503937007874,0.78125,0.9999999985473718
Gaussian Naive Bayes,PR,0.1889763779527559,0.7741935483870968,0.9999999988391064
Gaussian Naive Bayes,PR,0.18110236220472442,0.7666666666666667,0.9999999990090993
Gaussian Naive Bayes,PR,0.1732283464566929,0.7586206896551724,0.9999999991789998
Gaussian Naive Bayes,PR,0.16535433070866143,0.75,0.9999999993007691
Gaussian Naive Bayes,PR,0.15748031496062992,0.7407407407407407,0.9999999993375752
Gaussian Naive Bayes,PR,0.14960629921259844,0.7307692307692307,0.999999999656425
Gaussian Naive Bayes,PR,0.14173228346456693,0.72,0.9999999997293241
Gaussian Naive Bayes,PR,0.13385826771653545,0.7083333333333334,0.9999999997994067
Gaussian Naive Bayes,PR,0.12598425196850394,0.6956521739130435,0.9999999998815046
Gaussian Naive Bayes,PR,0.12598425196850394,0.7272727272727273,0.9999999999180398
Gaussian Naive Bayes,PR,0.11811023622047244,0.7142857142857143,0.9999999999439648
Gaussian Naive Bayes,PR,0.11023622047244094,0.7,0.9999999999568967
Gaussian Naive Bayes,PR,0.10236220472440945,0.6842105263157895,0.9999999999668097
Gaussian Naive Bayes,PR,0.09448818897637795,0.6666666666666666,0.9999999999884288
Gaussian Naive Bayes,PR,0.09448818897637795,0.7058823529411765,0.9999999999887983
Gaussian Naive Bayes,PR,0.08661417322834646,0.6875,0.9999999999966604
Gaussian Naive Bayes,PR,0.07874015748031496,0.6666666666666666,0.9999999999978337
Gaussian Naive Bayes,PR,0.07874015748031496,0.7142857142857143,0.9999999999990088
Gaussian Naive Bayes,PR,0.07086614173228346,0.6923076923076923,0.9999999999994849
Gaussian Naive Bayes,PR,0.07086614173228346,0.75,0.9999999999997389
Gaussian Naive Bayes,PR,0.07086614173228346,0.8181818181818182,0.9999999999998597
Gaussian Naive Bayes,PR,0.06299212598425197,0.8,0.999999999999936
Gaussian Naive Bayes,PR,0.06299212598425197,0.8888888888888888,0.9999999999999756
Gaussian Naive Bayes,PR,0.05511811023622047,0.875,0.999999999999984
Gaussian Naive Bayes,PR,0.047244094488188976,0.8571428571428571,0.9999999999999893
Gaussian Naive Bayes,PR,0.03937007874015748,0.8333333333333334,0.9999999999999964
Gaussian Naive Bayes,PR,0.031496062992125984,1.0,1.0
Gaussian Naive Bayes,PR,0.0,1.0,
KNN,ROC,0.0,0.0,inf
KNN,ROC,0.023923444976076555,0.14173228346456693,1.0
KNN,ROC,0.023923444976076555,0.16535433070866143,0.8116571926044975
KNN,ROC,0.15311004784688995,0.4566929133858268,0.6666666666666666
KNN,ROC,0.15311004784688995,0.4645669291338583,0.662033795256622
KNN,ROC,0.15789473684210525,0.4645669291338583,0.6251789984834064
KNN,ROC,0.15789473684210525,0.47244094488188976,0.5863593194619184
KNN,ROC,0.1722488038277512,0.47244094488188976,0.41906106026700063
KNN,ROC,0.1722488038277512,0.49606299212598426,0.39412234198773355
KNN,ROC,0.18660287081339713,0.49606299212598426,0.341995684351848
KNN,ROC,0.5311004784688995,0.8110236220472441,0.3333333333333333
KNN,ROC,0.5645933014354066,0.8110236220472441,0.18419808526063436
KNN,ROC,0.5645933014354066,0.8188976377952756,0.18124818040906043
KNN,ROC,1.0,1.0,0.0
KNN,PR,1.0,0.37797619047619047,0.0
KNN,PR,0.8188976377952756,0.46846846846846846,0.18124818040906043
KNN,PR,0.8110236220472441,0.4660633484162896,0.18419808526063436
KNN,PR,0.8110236220472441,0.4681818181818182,0.18670292026188423
KNN,PR,0.8110236220472441,0.4703196347031963,0.19628252971678745
KNN,PR,0.8110236220472441,0.4724770642201835,0.2098733383352509
KNN,PR,0.8110236220472441,0.47465437788018433,0.2510004242020061
KNN,PR,0.8110236220472441,0.47685185185185186,0.28044651077740657
KNN,PR,0.8110236220472441,0.4790697674418605,0.32177107105071384
KNN,PR,0.8110236220472441,0.48130841121495327,0.3333333333333333
KNN,PR,0.49606299212598426,0.6176470588235294,0.341995684351848
KNN,PR,0.49606299212598426,0.6237623762376238,0.3743396592987118
KNN,PR,0.49606299212598426,0.63,0.3933627548077728
KNN,PR,0.49606299212598426,0.6363636363636364,0.39412234198773355
KNN,PR,0.4881889763779528,0.6326530612244898,0.39603159338755184
KNN,PR,0.48031496062992124,0.6288659793814433,0.40931505045473016
KNN,PR,0.47244094488188976,0.625,0.41906106026700063
KNN,PR,0.47244094488188976,0.631578947368421,0.4529541857563944
KNN,PR,0.47244094488188976,0.6382978723404256,0.5735373648499741
KNN,PR,0.47244094488188976,0.6451612903225806,0.5863593194619184
KNN,PR,0.4645669291338583,0.6413043478260869,0.6251789984834064
KNN,PR,0.4645669291338583,0.6483516483516484,0.662033795256622
KNN,PR,0.4566929133858268,0.6444444444444445,0.6666666666666666
KNN,PR,0.16535433070866143,0.8076923076923077,0.8116571926044975
KNN,PR,0.15748031496062992,0.8,0.815509549805917
KNN,PR,0.14960629921259844,0.7916666666666666,0.8250178049899926
KNN,PR,0.14173228346456693,0.782608695652174,1.0
KNN,PR,0.0,1.0,
Logistic Regression,ROC,0.0,0.0,inf
Logistic Regression,ROC,0.0,0.007874015748031496,0.9858942889188594
Logistic Regression,ROC,0.0,0.023622047244094488,0.9456206300826823
Logistic Regression,ROC,0.009569377990430622,0.023622047244094488,0.9383710595559441
Logistic Regression,ROC,0.009569377990430622,0.047244094488188976,0.9151726883797244
Logistic Regression,ROC,0.023923444976076555,0.047244094488188976,0.896592573533817
Logistic Regression,ROC,0.023923444976076555,0.11811023622047244,0.8413629255858251
Logistic Regression,ROC,0.028708133971291867,0.11811023622047244,0.8411417995149982
Logistic Regression,ROC,0.028708133971291867,0.1732283464566929,0.7709508494374055
Logistic Regression,ROC,0.03349282296650718,0.1732283464566929,0.7696030940621865
Logistic Regression,ROC,0.03349282296650718,0.1889763779527559,0.7622901808040621
Logistic Regression,ROC,0.03827751196172249,0.1889763779527559,0.7595771522044046
Logistic Regression,ROC,0.03827751196172249,0.1968503937007874,0.7592437866893839
Logistic Regression,ROC,0.0430622009569378,0.1968503937007874,0.7562641441385102
Logistic Regression,ROC,0.0430622009569378,0.2125984251968504,0.7508273865970224
Logistic Regression,ROC,0.04784688995215311,0.2125984251968504,0.7472063871864769
Logistic Regression,ROC,0.04784688995215311,0.2283464566929134,0.7314202442254545
Logistic Regression,ROC,0.05263157894736842,0.2283464566929134,0.7309909884362904
Logistic Regression,ROC,0.05263157894736842,0.25984251968503935,0.7231668304935248
Logistic Regression,ROC,0.05741626794258373,0.25984251968503935,0.7146290216171488
Logistic Regression,ROC,0.05741626794258373,0.2755905511811024,0.704811455382863
Logistic Regression,ROC,0.07655502392344497,0.2755905511811024,0.6921655621839686
Logistic Regression,ROC,0.07655502392344497,0.28346456692913385,0.6907376521505951
Logistic Regression,ROC,0.10526315789473684,0.28346456692913385,0.6677212463905002
Logistic Regression,ROC,0.10526315789473684,0.3464566929133858,0.6564061107125261
Logistic Regression,ROC,0.11483253588516747,0.3464566929133858,0.6551883883091832
Logistic Regression,ROC,0.11483253588516747,0.36220472440944884,0.6532866593405633
Logistic Regression,ROC,0.11961722488038277,0.36220472440944884,0.6514259009744986
Logistic Regression,ROC,0.11961722488038277,0.3700787401574803,0.6502360871132353
Logistic Regression,ROC,0.12440191387559808,0.3700787401574803,0.6492853676270811
Logistic Regression,ROC,0.12440191387559808,0.3858267716535433,0.6317452465017664
Logistic Regression,ROC,0.1339712918660287,0.3858267716535433,0.630448549344733
Logistic Regression,ROC,0.1339712918660287,0.4015748031496063,0.6299223313799033
Logistic Regression,ROC,0.13875598086124402,0.4015748031496063,0.6294725390989198
Logistic Regression,ROC,0.13875598086124402,0.41732283464566927,0.628093512702571
Logistic Regression,ROC,0.14354066985645933,0.41732283464566927,0.6267319854839131
Logistic Regression,ROC,0.14354066985645933,0.4330708661417323,0.6097025321058838
Logistic Regression,ROC,0.14832535885167464,0.4330708661417323,0.6096040730833541
Logistic Regression,ROC,0.14832535885167464,0.4566929133858268,0.5969943762541835
Logistic Regression,ROC,0.15311004784688995,0.4566929133858268,0.5880864508470087
Logistic Regression,ROC,0.15311004784688995,0.4645669291338583,0.5879392366520423
Logistic Regression,ROC,0.15789473684210525,0.4645669291338583,0.587531157160192
Logistic Regression,ROC,0.15789473684210525,0.47244094488188976,0.587095571572455
Logistic Regression,ROC,0.16267942583732056,0.47244094488188976,0.5863746728189195
