analysis,design,fold,seed,K,requested_minority_prevalence,realized_minority_prevalence,context_n,context_minority_n,context_majority_n,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10,balance
context_size_balance_by_k,balanced_50,6,99,1,0.5,0.5,228,114,114,34,13,21,12,9,6,7,0.5,0.5588235294117647,0.4375,0.5384615384615384,0.5714285714285714,0.554945054945055,0.6666666666666666,16,0.47058823529411764,2.2857142857142856,0.4827586206896552,0.5147058823529411,0.6483516483516484,0.7085490205833758,0.22602430965452575,0.23022257448995814,balanced_50
context_size_balance_by_k,balanced_50,6,99,20,0.5,0.5,228,114,114,34,13,21,16,5,6,7,0.5,0.6764705882352942,0.5833333333333334,0.5384615384615384,0.7619047619047619,0.6501831501831501,0.7272727272727273,12,0.35294117647058826,1.7142857142857142,0.56,0.546875,0.652014652014652,0.7001123305677384,0.2126802270883366,0.20449026717859156,balanced_50
context_size_balance_by_k,balanced_50,7,1,1,0.5,0.5,230,115,115,33,12,21,13,8,3,9,0.5,0.6666666666666666,0.5294117647058824,0.75,0.6190476190476191,0.6845238095238095,0.8125,17,0.5151515151515151,1.8888888888888888,0.6206896551724138,0.6923076923076923,0.7261904761904762,0.5860996642246643,0.2265192915247818,0.22434436597607352,balanced_50
context_size_balance_by_k,balanced_50,7,1,20,0.5,0.5,230,115,115,33,12,21,15,6,4,8,0.5,0.696969696969697,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.6904761904761905,0.7894736842105263,14,0.42424242424242425,1.75,0.6153846153846154,0.6451612903225806,0.75,0.6049867724867726,0.21884796080150673,0.20546866321202478,balanced_50
context_size_balance_by_k,balanced_50,7,7,1,0.5,0.5,230,115,115,33,12,21,14,7,4,8,0.5,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,15,0.45454545454545453,1.875,0.5925925925925926,0.6349206349206349,0.7380952380952381,0.6093868414659489,0.21439125736992384,0.2583976098985383,balanced_50
context_size_balance_by_k,balanced_50,7,7,20,0.5,0.5,230,115,115,33,12,21,15,6,4,8,0.5,0.696969696969697,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.6904761904761905,0.7894736842105263,14,0.42424242424242425,1.75,0.6153846153846154,0.6451612903225806,0.75,0.6172412172673062,0.21487690889633113,0.1841420711893024,balanced_50
context_size_balance_by_k,balanced_50,7,21,1,0.5,0.5,230,115,115,33,12,21,13,8,2,10,0.5,0.696969696969697,0.5555555555555556,0.8333333333333334,0.6190476190476191,0.7261904761904763,0.8666666666666667,18,0.5454545454545454,1.8,0.6666666666666666,0.7575757575757576,0.7658730158730159,0.6448005698005698,0.21474243115985459,0.18812375583431942,balanced_50
context_size_balance_by_k,balanced_50,7,21,20,0.5,0.5,230,115,115,33,12,21,14,7,4,8,0.5,0.6666666666666666,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7777777777777778,15,0.45454545454545453,1.875,0.5925925925925926,0.6349206349206349,0.753968253968254,0.6241856617117506,0.21670215032903592,0.16477287086573517,balanced_50
context_size_balance_by_k,balanced_50,7,42,1,0.5,0.5,230,115,115,33,12,21,14,7,3,9,0.5,0.696969696969697,0.5625,0.75,0.6666666666666666,0.7083333333333333,0.8235294117647058,16,0.48484848484848486,1.7777777777777777,0.6428571428571429,0.703125,0.7103174603174603,0.5729052197802198,0.22146575981683628,0.2190451771020889,balanced_50
context_size_balance_by_k,balanced_50,7,42,20,0.5,0.5,230,115,115,33,12,21,15,6,4,8,0.5,0.696969696969697,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.6904761904761905,0.7894736842105263,14,0.42424242424242425,1.75,0.6153846153846154,0.6451612903225806,0.75,0.6214283087705741,0.21624191768626908,0.1870171685110439,balanced_50
context_size_balance_by_k,balanced_50,7,99,1,0.5,0.5,230,115,115,33,12,21,12,9,2,10,0.5,0.6666666666666666,0.5263157894736842,0.8333333333333334,0.5714285714285714,0.7023809523809523,0.8571428571428571,19,0.5757575757575758,1.9,0.6451612903225806,0.746268656716418,0.7777777777777778,0.662289673927605,0.20809134815659844,0.1795260165676926,balanced_50
context_size_balance_by_k,balanced_50,7,99,20,0.5,0.5,230,115,115,33,12,21,15,6,4,8,0.5,0.696969696969697,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.6904761904761905,0.7894736842105263,14,0.42424242424242425,1.75,0.6153846153846154,0.6451612903225806,0.746031746031746,0.6279467060717061,0.2151120240335735,0.16226265195644266,balanced_50
context_size_balance_by_k,balanced_50,8,1,1,0.5,0.5,230,115,115,33,12,21,15,6,2,10,0.5,0.7575757575757576,0.625,0.8333333333333334,0.7142857142857143,0.7738095238095238,0.8823529411764706,16,0.48484848484848486,1.6,0.7142857142857143,0.78125,0.8273809523809523,0.760683556639439,0.18156491037076197,0.19074511979565476,balanced_50
