outer_fold,inner_fold,K,n,positive,negative,tn,fp,fn,tp,threshold,accuracy,precision,recall,specificity,balanced_accuracy,npv,referral_n,referral_rate,reviews_per_detected_positive,f1,f2,auc_roc,average_precision,brier,ece_10
9,5,10,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.8049353702,0.701566828,0.1937664163,0.2017570791
9,5,15,60,23,37,27,10,9,14,0.5,0.6833333333,0.5833333333,0.6086956522,0.7297297297,0.669212691,0.75,24,0.4,1.7142857143,0.5957446809,0.6034482759,0.8096357227,0.7039830617,0.1931308013,0.2009878124
9,5,20,60,23,37,27,10,8,15,0.5,0.7,0.6,0.652173913,0.7297297297,0.6909518214,0.7714285714,25,0.4166666667,1.6666666667,0.625,0.641025641,0.8049353702,0.6996471561,0.1935773298,0.1628661027
10,1,1,61,23,38,24,14,5,18,0.5,0.6885245902,0.5625,0.7826086957,0.6315789474,0.7070938215,0.8275862069,32,0.5245901639,1.7777777778,0.6545454545,0.7258064516,0.7780320366,0.6979315713,0.2009025948,0.1368716975
10,1,5,61,23,38,23,15,4,19,0.5,0.6885245902,0.5588235294,0.8260869565,0.6052631579,0.7156750572,0.8518518519,34,0.5573770492,1.7894736842,0.6666666667,0.753968254,0.7940503432,0.6676450387,0.2019277061,0.2188182925
10,1,10,61,23,38,22,16,5,18,0.5,0.6557377049,0.5294117647,0.7826086957,0.5789473684,0.680778032,0.8148148148,34,0.5573770492,1.8888888889,0.6315789474,0.7142857143,0.7974828375,0.6677421383,0.1997873884,0.2031553009
10,1,15,61,23,38,22,16,4,19,0.5,0.6721311475,0.5428571429,0.8260869565,0.5789473684,0.7025171625,0.8461538462,35,0.5737704918,1.8421052632,0.6551724138,0.7480314961,0.7974828375,0.6670558061,0.1995087713,0.1922156879
10,1,20,61,23,38,22,16,4,19,0.5,0.6721311475,0.5428571429,0.8260869565,0.5789473684,0.7025171625,0.8461538462,35,0.5737704918,1.8421052632,0.6551724138,0.7480314961,0.7940503432,0.6602620922,0.2009813713,0.1631469487
10,2,1,61,23,38,26,12,7,16,0.5,0.6885245902,0.5714285714,0.6956521739,0.6842105263,0.6899313501,0.7878787879,28,0.4590163934,1.75,0.6274509804,0.6666666667,0.7299771167,0.6679267692,0.2132684806,0.1699721674
10,2,5,61,23,38,26,12,7,16,0.5,0.6885245902,0.5714285714,0.6956521739,0.6842105263,0.6899313501,0.7878787879,28,0.4590163934,1.75,0.6274509804,0.6666666667,0.7494279176,0.7025160625,0.2054967639,0.1440326178
10,2,10,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.7482837529,0.7092666049,0.206035385,0.1513275099
10,2,15,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.7459954233,0.7032294231,0.2066224738,0.1509892945
10,2,20,61,23,38,25,13,7,16,0.5,0.6721311475,0.5517241379,0.6956521739,0.6578947368,0.6767734554,0.78125,29,0.4754098361,1.8125,0.6153846154,0.6611570248,0.7471395881,0.7070941574,0.2064920295,0.1595191609
10,3,1,61,23,38,27,11,8,15,0.5,0.6885245902,0.5769230769,0.652173913,0.7105263158,0.6813501144,0.7714285714,26,0.4262295082,1.7333333333,0.612244898,0.6355932203,0.7311212815,0.6110181954,0.2119596421,0.1283475485
10,3,5,61,23,38,26,12,9,14,0.5,0.6557377049,0.5384615385,0.6086956522,0.6842105263,0.6464530892,0.7428571429,26,0.4262295082,1.8571428571,0.5714285714,0.593220339,0.7128146453,0.6055362102,0.215818636,0.1353762484
10,3,10,61,23,38,27,11,9,14,0.5,0.6721311475,0.56,0.6086956522,0.7105263158,0.659610984,0.75,25,0.4098360656,1.7857142857,0.5833333333,0.5982905983,0.7128146453,0.6068909582,0.2146210315,0.1361114063
10,3,15,61,23,38,26,12,9,14,0.5,0.6557377049,0.5384615385,0.6086956522,0.6842105263,0.6464530892,0.7428571429,26,0.4262295082,1.8571428571,0.5714285714,0.593220339,0.7105263158,0.6033588507,0.2152664842,0.1165611016
10,3,20,61,23,38,26,12,9,14,0.5,0.6557377049,0.5384615385,0.6086956522,0.6842105263,0.6464530892,0.7428571429,26,0.4262295082,1.8571428571,0.5714285714,0.593220339,0.7105263158,0.6043060869,0.2152382612,0.1250801084
10,4,1,60,22,38,31,7,8,14,0.5,0.75,0.6666666667,0.6363636364,0.8157894737,0.726076555,0.7948717949,21,0.35,1.5,0.6511627907,0.6422018349,0.79784689,0.6672335961,0.1923216211,0.2104695196
10,4,5,60,22,38,31,7,8,14,0.5,0.75,0.6666666667,0.6363636364,0.8157894737,0.726076555,0.7948717949,21,0.35,1.5,0.6511627907,0.6422018349,0.7942583732,0.6682069958,0.1889073039,0.1727695212
10,4,10,60,22,38,31,7,7,15,0.5,0.7666666667,0.6818181818,0.6818181818,0.8157894737,0.7488038278,0.8157894737,22,0.3666666667,1.4666666667,0.6818181818,0.6818181818,0.7918660287,0.6623604986,0.187671665,0.1691801513
10,4,15,60,22,38,31,7,7,15,0.5,0.7666666667,0.6818181818,0.6818181818,0.8157894737,0.7488038278,0.8157894737,22,0.3666666667,1.4666666667,0.6818181818,0.6818181818,0.788277512,0.661026453,0.1889199136,0.1689173331
10,4,20,60,22,38,31,7,7,15,0.5,0.7666666667,0.6818181818,0.6818181818,0.8157894737,0.7488038278,0.8157894737,22,0.3666666667,1.4666666667,0.6818181818,0.6818181818,0.7906698565,0.6640051587,0.18938774,0.1686474557
10,5,1,60,23,37,25,12,13,10,0.5,0.5833333333,0.4545454545,0.4347826087,0.6756756757,0.5552291422,0.6578947368,22,0.3666666667,2.2,0.4444444444,0.4385964912,0.625146886,0.478623087,0.2437482084,0.1355559212
10,5,5,60,23,37,25,12,12,11,0.5,0.6,0.4782608696,0.4782608696,0.6756756757,0.5769682726,0.6756756757,23,0.3833333333,2.0909090909,0.4782608696,0.4782608696,0.6580493537,0.513126353,0.2314733638,0.1287937631
10,5,10,60,23,37,26,11,11,12,0.5,0.6333333333,0.5217391304,0.5217391304,0.7027027027,0.6122209166,0.7027027027,23,0.3833333333,1.9166666667,0.5217391304,0.5217391304,0.6639247944,0.5302023223,0.2287224891,0.0821930746
10,5,15,60,23,37,25,12,10,13,0.5,0.6333333333,0.52,0.5652173913,0.6756756757,0.6204465335,0.7142857143,25,0.4166666667,1.9230769231,0.5416666667,0.5555555556,0.66039953,0.5451814967,0.2290342835,0.0844071204
10,5,20,60,23,37,25,12,12,11,0.5,0.6,0.4782608696,0.4782608696,0.6756756757,0.5769682726,0.6756756757,23,0.3833333333,2.0909090909,0.4782608696,0.4782608696,0.6627497062,0.5594837767,0.2284923601,0.0860892087
